,user,text
1334,LoXergho,#coronavirus = empty restaurant #tavernagreca = faster service  @ Taverna Greca Olimpia https://instagram.com/p/B9mIJ8LIjX9/?igshid=1412612elko1v…
1335,AbundantGuide,"3M Aura Particulate Respirator 9211+/37193(AAD) #N95, Stapled Flat Fold #Mask https://amzn.to/2IKfoNJvia #Coronavirus @amazon commission earned"
1336,Apothec18352969,"6,326 individuals have been tested as of March 13, 2020 in B.C.@DrBonnieHenry @adriandix Incredible Job! So honorable and safe to under your protection in this critical time! #coronavirus #CoronaVirusCanada"
1337,RT_com,"‘Free tests for everyone’: #Pelosi announces Democrats reached deal with White House on #coronavirus relief

https://on.rt.com/acro"
1338,JohnDakin8,"#AOC suggests #coronavirus tests in US going to ‘wealthy and powerful’ first | Fox Business. OH SHUTUP! AS A POLITICAL LEADER, YOU ARE IRRELEVANT. Anything to get your mug on the front page! @AOC #aoc @RushLimbaughEIB @foxnewsalert @realDonaldTrump"
1339,SteveOnTwiter,"At this point, all @GOP should go give @POTUS  great bug hug and kiss on the cheek for his #geniuslevel leadership in eliminating the #coronavirus  from the US."
1340,michellenichols,"The United Nations said it will slash its staff presence at its New York headquarters for four weeks, starting Monday, after a Filipino diplomat became the first person at the 193-member world body known to have tested positive for the #coronavirus."
1341,karlaaaaaai,"#coronavirus #COVID_19 #LosAngeles ABC7LA : A list of neighborhoods are under a coronavirus quarantine lockdown in LA. See below if your area is on the list:

http://pbs.twimg.com/media/BG48ENgCEAAIDl9.jpg…

Spread the news"
1342,martha_lillie_,Pandemic prep #coronavirus #beprepared @CadburyUK
1343,LMAOL407,#coronavirus #lol this_dude_aint_here jonathanorellana836 ima_oooooooof angivettemorales https://instagram.com/p/B9sOyOXHG35/?igshid=rzi964x2c4db…
1344,ShelbyKilibarda,"No toilet paper? No problem. I got myself some reusable toilet paper right here. #beaverpelt #coronavirus #apocalypse codyjorgensenguideservice did all the work, I just took all the credit https://instagram.com/p/B9sOZ4FgGLM/?igshid=12qanoulj6o9o…"
1345,BrianThole1,"This press conference certainly didn’t help contain #coronavirus
@realDonaldTrump had contact with someone who tested positive over the weekend. And some were dumb enough to shake his hand #KAG"
1346,southpasifictrd,"Alright folks , so where are we now ? The #coronavirus evolves and the starting 14.8% aims at 0,83%? Where are we today ? 
@AgnesWold @1177vardguiden"
1347,naphillynews,In light of the #coronavirus #pandemic @pecoconnect is suspending all shut offs until May 1st. https://instagram.com/p/B9sNuU3J1Ct/?igshid=ny73pthep00g…
1348,IDoencas,"Brazil now has 98 cases, included an acceptor from Brazilian President Jair Bolsonaro.

Source: @minsaude
#coronavirusbrasil #coronavirus #Covid19"
1349,wowwow27961527,Maybe since @Aetna @CVSHealth will cover any test for the #coronavirus at 100% they still have workers who have the ability to work from home working in the office. I wonder if any other company is doing this.
1350,EpochTimes," Today's Top News:

1. @realDonaldTrump Declares Virus a National Emergency
2. #House to Pass #Coronavirus Response Bill
3. #WallStreet: Biggest Rally Since 2008

 LIVE NOW: https://theepochtimes.com/live"
1351,BoxingFulcrum,Dozens of boxing events cancelled or expected to be cancelled in the coming weeks. https://boxingfulcrum.com/2020/03/13/dozens-of-boxing-events-cancelled-or-expected-to-be-cancelled-in-the-coming-weeks/… via @wordpressdotcom #boxing #CoronaVirus
1352,gautier_helen,Read my Medium post on #coronavirus #coronavirusmask
1353,goatgirl20101,"If anyone is trying to figure out the run on toilet paper, #coronavirus has GI symptoms (including nausea and diarrhea) before respiratory symptoms appear. #COVID19 #ToiletPaperApocalypse https://gastro.org/press-release/gi-symptoms-and-potential-fecal-transmission-in-coronavirus-patients?fbclid=IwAR1KZ6sLkZX3foIxaGsKqrNv7IGC9MzPmASE94ST9SZfbwms3MgNoFeSx3M…"
1354,_sops07,Storming #Area51 after #coronavirus  evicted me @tiktok_us
1355,rdsl1226,"Making the best out of this #coronavirus cancelling the  @nyknicks vs @MiamiHEAT game . . . Since we can’t go the game we were looking forward to that @lunagu23 gifted for Xmas, some quality time spent shooting hoops at home! Let’s go @MiamiHEAT !!!"
1356,rwwonwheels,"@SteveSisolak That’s unlikely, since this DESTITUTE #WheelchairUser has been ignored by him for 14 MONTHS. If calls/tweets/faxes/emails can’t get his attention, #coronavirus won’t change things.
GoFundMe/Video:http://tinyurl.com/yxf8s56n.
UNREAD Sis"
1357,Bakarw2,"Yeah #Allah !!! Protect us from #Coronavirus  !!!
Amiin!!!"
1358,Presario700,@ShaneHelmsCom Please pitch this back to Vince! Seth has the jacket goin already lol #coronavirus
1359,StanIeylpkiss,"Canadian team research team isolates novel coronavirus behind COVID-19!!!
You tell Canadians that the @NHL season is postponed and we kick it into high gear lol. #coronavirus #Canadian"
1360,SkyNews,"Around 60% of the population will need to contract #coronavirus in order for the UK to enjoy ""herd immunity"""
1361,MaryLouMcDonald,"Only way to protect people is an all Ireland plan. #coronavirus is on our island, community transmission established. Now is the time for decisive action - North must adopt same emergency measures as South."
1362,CarlosJCruzC,"Gov. @wandavazquezg is hoping for @DavidBegnaud to just go away, but he won’t. David, you’re the voice the PR has never had. Thank you! #PuertoRico #coronavirus"
1363,chvinnyk,What this sucker taking a knee #coronavirus
1364,Ethnic_Aisle,This would be a great time to play ‘kiss me through the phone’ on the radio...Missed marketing opportunity #coronavirus #souljaboy https://instagram.com/p/B9pWQ10HJ6G/?igshid=m2umwy3egtmn…
1365,ImJstash,Fuck #Coronavirus Party
1366,WichtDan,Hey @McDonalds: You aren't doing enough to protect workers and customers from #coronavirus. Give ALL workers paid sick leave NOW. Petition: http://bit.ly/3cLGGB3 #FightFor15 #covid19
1367,VentyvProtects,Current Laundry Techniques Should Kill #Coronavirus: #InfectionPrevention Consultant
1368,MimOldershaw,Don’t tell me this was a genuine mistake at a time like this @JustEatUK - tasteless marketing. #coronavirus
1369,colombiawithano,"Oh dear!  I think you meant to spell Colombia with an ""o"".  Columbia with a ""u"" is a district in Amercia. RT @41M4C4UL4Y: Not worried about catching #coronavirus Worried about not being able to attend Portsmouth vs Salford in the… https://twitter.com/i/web/status/1238584948459745283…"
1370,ActivistKelly,Is this taking #coronavirus self isolation and surgical cleansing to far ? 
1371,RepChipRoy,"We are about to vote on the Pelosi #coronavirus relief package. Negotiations have gone done to the wire and we still don’t know what is in it. 

Here are some thoughts:"
1372,CrossingCharm,"7 days! Stay safe out there!  #coronavirus x #ACNH 

via @SaltyCupcake71"
1373,AiyukiGaming,"All gamers ready for the left for dead shiiii?!!!! Lets go!!!!
#coronavirus #nogroceries #endofthefuckingworld https://instagram.com/p/B9sNLO8lMGS/?igshid=3buvdt8t4609…"
1374,covid19_seattle,The US is drastically behind other countries when it comes to #Coronavirus testing. Via @voxdotcom
1375,covid19utah,"It is approximately 5 days following #covid19 #coronavirus infection before a person will experience symptoms

pc: http://vox.com

#covid_19#ncov2019 #utah #utahcovid19 https://instagram.com/p/B9sNCITH4gm/?igshid=1ur6pb2zb9nqc…"
1376,iskandrah,"Oh, Bernie Babies —

Here's something you can learn how to do in a self-taught way and do this, weekend instead of neighborhood canvassing. We want to be very careful because of #coronavirus, but the show must go on!"
1377,RepAndyBiggsAZ,"President @realDonaldTrump was calm, prepared, & straightforward during today’s press conference on #coronavirus. I commend him & his excellent team of health care & business professionals for how they have led during this time in American history.

Together we will defeat this."
1378,sfpelosi,"We have a deal! @SpeakerPelosi announces vote tonight on #FamiliesFirstBill  to address #coronavirus!

 paid emergency leave, 2 weeks #paidsickleave + up to 3 months paid family/medical leave
 Unemployment Insurance
 food security initiatives
 increased $ for Medicaid"
1379,LBCNews,"A newborn baby has reportedly been infected with Covid-19

#coronavirus | #covid19UK"
1380,UN_Women,Stay safe and be respectful to each other. #COVID19 #coronavirus 
1381,TerryVision88,"I do take this very seriously, however not everyone can live in fear. This is humour relief. 
#coronavirus #Covid_19"
1382,ABC7,President Trump says he will waive interest on federally owned student loans in effort to ease financial impact of #coronavirus
1383,DeAnna4Congress,"I trust our President to make the right moves and decisions regarding #Coronavirus. I just hope bad actors aren't able to pull him in any nefarious directions. Do you?
@realDonaldTrump"
1384,sallyeleanor_,Exclusive footage from yesterday’s Cobra meeting #Covid_19 #coronavirus #coronavirusuk
1385,alexhegz,My local grocery store knows what's up #covid19Canada #coronavirus #coronapocalypse
1386,AymanM,"The last time I saw a supermarket this empty was in #Gaza (and it wasn’t because of the #Coronavirus) 

Maybe Americans will now be able to relate to what life under a blockade is like when you can’t find some of the most basic necessities for you family"
1387,gigikach019,@winnipegtransit #coronavirus #winnipeg Y'all are really clowning 
1388,TheJeffyJeffers,Big Away days coming for @PintsCum #COVID_19uk #coronavirus #cumonavirus
1389,WWAthletic,Club Statement @WWJFC #coronavirus
1390,kindalikerosy,". @ErinPla rewlly went there.

She's not wrong though.. #coronavirus"
1391,Sassysimone125,A message from Ayam in these trying times @mintydad #coronavirus #WashYourHands
1392,jeffcotrupe,#finallysomegoodnews 14 people avg. age 75 on a cruise ship stricken w-#coronavirus were given @GileadSciences #Remdesivir. None have died. Half have recovered https://investors.com/news/technology/gild-stock-pops-coronavirus-treatment-reportedly-shows-promise-japan/… via @IBDinvestors
1393,Complex,Production for #Atlanta season 3 has reportedly been postponed due to #CoronaVirus http://cmplx.co/l8i4jkA
1394,NoManRadio,"Afraid to go outside? Afraid to shake other people's hands? Afraid to wipe your own ass for fear of spreading Corona? Get the new Bio Bidet Bliss BB-2000 Bidet Toilet seat today. You can bet, it's the best bidet your bucks can buy! #bidet #coronavirus"
1395,purplelover2892,What if I told you... #coronavirus #stophoardingtoiletpaper https://instagram.com/p/B9sJlL2nOa5/?igshid=npfx6jynrn13…
1396,doomsdayparent,"""Pandemic"" – a poem. https://doomsdayparenting.com/home/pandemic-a-poem… #pandemic #coping #coronavirus"
1397,CBS6Albany,"A number of Capital Region school districts will be closed next week, as a #coronavirus precaution. Check our closings page to see if your district is affected."
